"ref_id","source_seed","raw_citation","authors","title","year","doi","status","screening_paper_id","crossref_confidence","notes"
"snow_00281","LiuLLMAgents2026","","Alejandro Rago, Claudia A. Marcos, J. Andrés Díaz Pace","Uncovering Quality-attribute Concerns in Use Case Specifications via Early Aspect Mining","2013","10.1007/s00766-011-0142-z","excluded_via_snowball","doi:10.1007/s00766-011-0142-z","","extraction:llm"
"snow_00282","LiuLLMAgents2026","","Alfin Wijaya Rahardja, Junwei Liu, Weitong Chen, Zhenpeng Chen, Yiling Lou","Can Agents Fix Agent Issues?","2025","","excluded_via_snowball","hash:9f162b1e58b6","0.129","extraction:llm;crossref_no_match"
"snow_00283","LiuLLMAgents2026","","Zeeshan Rasheed, Malik Abdul Sami, Muhammad Waseem, Kai-Kristian Kemell, Xiaofeng Wang, Anh Nguyen, Kari Systä, Pekka Abrahamsson","AI-powered Code Review with LLMs: Early Results","2024","10.48550/arxiv.2404.18496","excluded_via_snowball","doi:10.48550/arxiv.2404.18496","","extraction:llm"
"snow_00284","LiuLLMAgents2026","","Zeeshan Rasheed, Muhammad Waseem, Mika Saari, Kari Systä, Pekka Abrahamsson","CodePori: Large Scale Model for Autonomous Software Development by Using Multi-Agents","2024","10.48550/arxiv.2402.01411","excluded_via_snowball","doi:10.48550/arxiv.2402.01411","","extraction:llm"
"snow_00285","LiuLLMAgents2026","","Zeeshan Rasheed, Muhammad Waseem, Malik Abdul Sami, Kai-Kristian Kemell, Aakash Ahmad, Anh Nguyen-Duc, Kari Systä, Pekka Abrahamsson","Autonomous Agents in Software Development: A Vision Paper","2024","10.1007/978-3-031-72781-8_2","excluded_via_snowball","doi:10.1007/978-3-031-72781-8_2","1.0","extraction:llm"
"snow_00286","LiuLLMAgents2026|WangAgentsSE2025","","Xiaoxue Ren, Xinyuan Ye, Dehai Zhao, Zhenchang Xing, Xiaohu Yang","From Misuse to Mastery: Enhancing Code Generation with Knowledge-Driven AI Chaining. In 38th IEEE/ACM International Conference on Automated Software Engineering, ASE 2023","2023","10.1109/ase56229.2023.00143","excluded_via_snowball","doi:10.1109/ase56229.2023.00143","","extraction:llm"
"snow_00287","LiuLLMAgents2026","","Carlos H. C. Ribeiro","Reinforcement Learning Agents","2002","10.1023/a:1015008417172","excluded_via_snowball","doi:10.1023/a:1015008417172","","extraction:llm"
"snow_00288","LiuLLMAgents2026","","Tal Ridnik, Dedy Kredo, Itamar Friedman","Code Generation with AlphaCodium: From Prompt Engineering to Flow Engineering","2024","10.48550/arxiv.2401.08500","excluded_via_snowball","doi:10.48550/arxiv.2401.08500","","extraction:llm"
"snow_00289","LiuLLMAgents2026","","Stephen E. Robertson, Steve Walker","Some Simple Effective Approximations to the 2-Poisson Model for Probabilistic Weighted Retrieval. In Proceedings of the 17th Annual International ACM-SIGIR Conference on Research and Development in Information Retrieval","1994","10.1007/978-1-4471-2099-5_24","excluded_via_snowball","doi:10.1007/978-1-4471-2099-5_24","","extraction:llm"
"snow_00290","LiuLLMAgents2026","","Krishna Ronanki, Beatriz Cabrero Daniel, Christian Berger","ChatGPT as a Tool for User Story Quality Evaluation: Trustworthy Out of the Box? In Agile Processes in Software Engineering and Extreme Programming - Workshops - XP 2022 Workshops","2023","10.1007/978-3-031-48550-3_17","excluded_via_snowball","doi:10.1007/978-3-031-48550-3_17","","extraction:llm"
"snow_00291","LiuLLMAgents2026","","W. W. Royce","Managing the Development of Large Software Systems: Concepts and Techniques. In Proceedings, 9th International Conference on Software Engineering","1987","http://dl.acm.org/citation.cfm?id=41801","excluded_via_snowball","doi:http://dl.acm.org/citation.cfm?id=41801","","extraction:llm"
"snow_00292","LiuLLMAgents2026","","Haifeng Ruan, Yuntong Zhang, Abhik Roychoudhury","SpecRover: Code Intent Extraction via LLMs. In 47th IEEE/ACM International Conference on Software Engineering, ICSE 2025","2025","10.1109/icse55347.2025.00080","excluded_via_snowball","doi:10.1109/icse55347.2025.00080","","extraction:llm"
"snow_00293","LiuLLMAgents2026","","Malik Abdul Sami, Muhammad Waseem, Zeeshan Rasheed, Mika Saari, Kari Systä, Pekka Abrahamsson","Experimenting with Multi-Agent Software Development: Towards a Unified Platform","2024","10.48550/arxiv.2406.05381","excluded_via_snowball","doi:10.48550/arxiv.2406.05381","","extraction:llm"
"snow_00294","LiuLLMAgents2026","","Max Schäfer, Sarah Nadi, Aryaz Eghbali, Frank Tip","An Empirical Evaluation of Using Large Language Models for Automated Unit Test Generation","2024","10.1109/tse.2023.3334955","excluded_via_snowball","doi:10.1109/tse.2023.3334955","","extraction:llm"
"snow_00295","LiuLLMAgents2026","","Freda Shi, Mirac Suzgun, Markus Freitag, Xuezhi Wang, Suraj Srivats, Soroush Vosoughi, Hyung Won Chung, Yi Tay, Sebastian Ruder, Denny Zhou, Dipanjan Das, Jason Wei","Language Models Are Multilingual Chain-of-thought Reasoners. In The Eleventh International Conference on Learning Representations, ICLR 2023","2023","https://openreview.net/forum?id=fr3wgck-ixp","excluded_via_snowball","doi:https://openreview.net/forum?id=fr3wgck-ixp","","extraction:llm"
"snow_00296","LiuLLMAgents2026","","Noah Shinn, Federico Cassano, Ashwin Gopinath, Karthik Narasimhan, Shunyu Yao","Reflexion: Language Agents with Verbal Reinforcement Learning. In Advances in Neural Information Processing Systems 36: Annual Conference on Neural Information Processing Systems 2023","2023","","excluded_via_snowball","hash:202a3122e92a","0.491","extraction:llm;crossref_no_match"
"snow_00297","LiuLLMAgents2026","","Mohit Shridhar, Jesse Thomason, Daniel Gordon, Yonatan Bisk, Winson Han, Roozbeh Mottaghi, Luke Zettlemoyer, Dieter Fox","ALFRED: A Benchmark for Interpreting Grounded Instructions for Everyday Tasks. In 2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition, CVPR 2020","2020","10.1109/cvpr42600.2020.01075","excluded_via_snowball","doi:10.1109/cvpr42600.2020.01075","","extraction:llm"
"snow_00298","LiuLLMAgents2026","","Mohit Shridhar, Xingdi Yuan, Marc-Alexandre Côté, Yonatan Bisk, Adam Trischler, Matthew J. Hausknecht","ALFWorld: Aligning Text and Embodied Environments for Interactive Learning. In 9th International Conference on Learning Representations, ICLR 2021","2021","https://openreview.net/forum?id=0iox0yccdtn","excluded_via_snowball","doi:https://openreview.net/forum?id=0iox0yccdtn","","extraction:llm"
"snow_00299","LiuLLMAgents2026","","Vivek Shukla, Dhirendra Pandey, Raj Shree","Requirements Engineering: A Survey. Communications on Applied Electronics","2015","","excluded_via_snowball","hash:c7ab73100b3e","0.737","extraction:llm;crossref_no_match"
"snow_00300","LiuLLMAgents2026","","Alexander Shypula, Aman Madaan, Yimeng Zeng, Uri Alon, Jacob R. Gardner, Yiming Yang, Milad Hashemi, Graham Neubig, Parthasarathy Ranganathan, Osbert Bastani, Amir Yazdanbakhsh","Learning Performance-Improving Code Edits. In The Twelfth International Conference on Learning Representations, ICLR 2024","2024","https://openreview.net/forum?id=ix7rlvhxyy","excluded_via_snowball","doi:https://openreview.net/forum?id=ix7rlvhxyy","","extraction:llm"
"snow_00301","LiuLLMAgents2026","","Susan Elliott Sim, Steve M. Easterbrook, Richard C. Holt","Using Benchmarking to Advance Research: A Challenge to Software Engineering. In Proceedings of the 25th International Conference on Software Engineering","2003","10.1109/icse.2003.1201189","excluded_via_snowball","doi:10.1109/icse.2003.1201189","","extraction:llm"
"snow_00302","LiuLLMAgents2026","","Victor Sobreira, Thomas Durieux, Fernanda Madeiral, Martin Monperrus, Marcelo de Almeida Maia","Dissection of a Bug Dataset: Anatomy of 395 Patches from Defects4J. In 25th International Conference on Software Analysis, Evolution and Reengineering, SANER 2018","2018","10.1109/saner.2018.8330203","excluded_via_snowball","doi:10.1109/saner.2018.8330203","","extraction:llm"
"snow_00303","LiuLLMAgents2026","","Aarohi Srivastava, Abhinav Rastogi, Abhishek Rao, Abu Awal Md Shoeb, Abubakar Abid, Adam Fisch, Adam R. Brown, Adam Santoro, Aditya Gupta, Adrià Garriga-Alonso, Agnieszka Kluska, Aitor Lewkowycz, Akshat Agarwal, etc.","Beyond the Imitation Game: Quantifying and Extrapolating the Capabilities of Language Models","2023","","excluded_via_snowball","hash:766966d546da","0.357","extraction:llm;crossref_no_match"
"snow_00304","LiuLLMAgents2026","","Ting Su, Guozhu Meng, Yuting Chen, Ke Wu, Weiming Yang, Yao Yao, Geguang Pu, Yang Liu, Zhendong Su","Guided, Stochastic Model-based GUI Testing of Android Apps. In Proceedings of the 2017 11th Joint Meeting on Foundations of Software Engineering","2017","10.1145/3106237.3106298","excluded_via_snowball","doi:10.1145/3106237.3106298","","extraction:llm"
"snow_00305","LiuLLMAgents2026","","Yuqiang Sun, Daoyuan Wu, Yue Xue, Han Liu, Wei Ma, Lyuye Zhang, Miaolei Shi, Yang Liu","LLM4Vuln: A Unified Evaluation Framework for Decoupling and Enhancing LLMs’ Vulnerability Reasoning","2024","10.48550/arxiv.2401.16185","excluded_via_snowball","doi:10.48550/arxiv.2401.16185","","extraction:llm"
"snow_00306","LiuLLMAgents2026","","Nikhil Swamy, Tahina Ramananandro, Aseem Rastogi, Irina Spiridonova, Haobin Ni, Dmitry Malloy, Juan Vazquez, Michael Tang, Omar Cardona, Arti Gupta","Hardening Attack Surfaces with Formally Proven Binary Format Parsers. In PLDI’22: 43rd ACM SIGPLAN International Conference on Programming Language Design and Implementation","2022","10.1145/3519939.3523708","excluded_via_snowball","doi:10.1145/3519939.3523708","","extraction:llm"
"snow_00307","LiuLLMAgents2026","","Eugene Syriani, Lechanceux Luhunu, Houari A. Sahraoui","Systematic Mapping Study of Template-based Code Generation","2018","10.1016/j.cl.2017.11.003","excluded_via_snowball","doi:10.1016/j.cl.2017.11.003","","extraction:llm"
"snow_00308","LiuLLMAgents2026","","Maryam Taeb, Amanda Swearngin, Eldon Schoop, Ruijia Cheng, Yue Jiang, Jeffrey Nichols","AXNav: Replaying Accessibility Tests from Natural Language. In Proceedings of the CHI Conference on Human Factors in Computing Systems, CHI 2024","2024","10.1145/3613904.3642777","already_in_corpus","","","extraction:llm"
"snow_00309","LiuLLMAgents2026","","Yashar Talebirad, Amirhossein Nadiri","Multi-Agent Collaboration: Harnessing the Power of Intelligent LLM Agents","2023","10.48550/arxiv.2306.03314","excluded_via_snowball","doi:10.48550/arxiv.2306.03314","","extraction:llm"
"snow_00310","LiuLLMAgents2026","","Junjie Wang, Yuchao Huang, Chunyang Chen, Zhe Liu, Song Wang, Qing Wang","Software Testing With Large Language Models","2024","","excluded_via_snowball","hash:84deab356de2","0.805","extraction:llm;crossref_no_match"
"snow_00311","LiuLLMAgents2026","","Ganqu Cui, Ning Ding, Zhiyuan Liu, Ge Yu","INTERVENOR: Prompting the Coding Ability of Large Language Models with the Interactive Chain of Repair","2024","10.18653/v1/2024.findings-acl.124","already_in_corpus","","","extraction:llm"
"snow_00312","LiuLLMAgents2026","","Junjie Wang, Yuchao Huang, Chunyang Chen, Zhe Liu, Song Wang, Qing Wang","Software Testing With Large Language Models: Survey, Landscape, and Vision","2024","10.1109/tse.2024.3368208","excluded_via_snowball","doi:10.1109/tse.2024.3368208","","extraction:llm"
"snow_00313","LiuLLMAgents2026","","Lei Wang, Chen Ma, Xueyang Feng, Zeyu Zhang, Hao Yang, Jingsen Zhang, Zhiyuan Chen, Jiakai Tang, Xu Chen, Yankai Lin, Wayne Xin Zhao, Zhewei Wei, Jirong Wen","A Survey on Large Language Model based Autonomous Agents","2024","10.1007/s11704-024-40231-1","excluded_via_snowball","doi:10.1007/s11704-024-40231-1","","extraction:llm"
"snow_00314","LiuLLMAgents2026|WangAgenticProg2025","","Xingyao Wang, Yangyi Chen, Lifan Yuan, Yizhe Zhang, Yunzhu Li, Hao Peng, Heng Ji","Executable Code Actions Elicit Better LLM Agents","2024","","already_in_corpus","","0.372","extraction:llm;crossref_no_match"
"snow_00315","LiuLLMAgents2026","","Xingyao Wang, Zihan Wang, Jiateng Liu, Yangyi Chen, Lifan Yuan, Hao Peng, Heng Ji","MINT: Evaluating LLMs in Multi-turn Interaction with Tools and Language Feedback","2024","","excluded_via_snowball","hash:ab27068d83f4","0.465","extraction:llm;crossref_no_match"
"snow_00316","LiuLLMAgents2026","","Xuezhi Wang, Jason Wei, Dale Schuurmans, Quoc V. Le, Ed H. Chi, Sharan Narang, Aakanksha Chowdhery, Denny Zhou","Self-Consistency Improves Chain of Thought Reasoning in Language Models","2023","","excluded_via_snowball","hash:439ed4fc8b43","0.653","extraction:llm;crossref_no_match"
"snow_00317","LiuLLMAgents2026","","Zihao Wang, Anji Liu, Haowei Lin, Jiaqi Li, Xiaojian Ma, Yitao Liang","RAT: Retrieval Augmented Thoughts Elicit Context-Aware Reasoning in Long-Horizon Generation","2024","10.48550/arxiv.2403.05313","excluded_via_snowball","doi:10.48550/arxiv.2403.05313","","extraction:llm"
"snow_00318","LiuLLMAgents2026","","Zefan Wang, Zichuan Liu, Yingying Zhang, Aoxiao Zhong, Jihong Wang, Fengbin Yin, Lunting Fan, Lingfei Wu, Qingsong Wen","RCAgent: Cloud Root Cause Analysis by Autonomous Agents with Tool-Augmented Large Language Models","2024","10.1145/3627673.3680016","excluded_via_snowball","doi:10.1145/3627673.3680016","","extraction:llm"
"snow_00319","LiuLLMAgents2026","","Zhenhailong Wang, Shaoguang Mao, Wenshan Wu, Tao Ge, Furu Wei, Heng Ji","Unleashing the Emergent Cognitive Synergy in Large Language Models: A Task-Solving Agent through Multi-Persona Self-Collaboration","2024","10.18653/v1/2024.naacl-long.15","excluded_via_snowball","doi:10.18653/v1/2024.naacl-long.15","","extraction:llm"
"snow_00320","LiuLLMAgents2026","","Zhitao Wang, Wei Wang, Zirao Li, Long Wang, Can Yi, Xinjie Xu, Luyang Cao, Hanjing Su, Shouzhi Chen, Jun Zhou","XUAT-Copilot: Multi-Agent Collaborative System for Automated User Acceptance Testing with Large Language Model","2024","10.48550/arxiv.2401.02705","excluded_via_snowball","doi:10.48550/arxiv.2401.02705","","extraction:llm"
"snow_00321","LiuLLMAgents2026","","Junwei Liu, Kaixin Wang, Yixuan Chen, Xin Peng, Zhenpeng Chen, Lingming Zhang, Yiling Lou","Chain-of-Thought Prompting Elicits Reasoning in Large Language Models","2022","","excluded_via_snowball","hash:78c82d1edad4","0.712","extraction:llm;crossref_no_match"
"snow_00322","LiuLLMAgents2026","","Cheng Wen, Jialun Cao, Jie Su, Zhiwu Xu, Shengchao Qin, Mengda He, Haokun Li, Shing-Chi Cheung, Cong Tian","Enchanting Program Specification Synthesis by Large Language Models Using Static Analysis and Program Verification","2024","10.1007/978-3-031-65630-9_16","excluded_via_snowball","doi:10.1007/978-3-031-65630-9_16","","extraction:llm"
"snow_00323","LiuLLMAgents2026","","Hao Wen, Hongming Wang, Jiaxuan Liu, Yuanchun Li","DroidBot-GPT: GPT-powered UI Automation for Android","2023","10.48550/arxiv.2304.07061","excluded_via_snowball","doi:10.48550/arxiv.2304.07061","","extraction:llm"
"snow_00324","LiuLLMAgents2026","","Ratnadira Widyasari, Sheng Qin Sim, Camellia Lok, Haodi Qi, Jack Phan, Qijin Tay, Constance Tan, Fiona Wee, Jodie Ethelda Tan, Yuheng Yieh, Brian Goh, Ferdian Thung, Hong Jin Kang, Thong Hoang, David Lo, Eng Lieh Ouh","Bugs In Py: A Database of Existing Bugs in Python Programs to Enable Controlled Testing and Debugging Studies","2020","10.1145/3368089.3417943","excluded_via_snowball","doi:10.1145/3368089.3417943","","extraction:llm"
"snow_00325","LiuLLMAgents2026","","W. Eric Wong, Ruizhi Gao, Yihao Li, Rui Abreu, Franz Wotawa","A Survey on Software Fault Localization","2016","10.1109/tse.2016.2521368","excluded_via_snowball","doi:10.1109/tse.2016.2521368","","extraction:llm"
"snow_00326","LiuLLMAgents2026|WangAgenticProg2025","","Qingyun Wu, Gagan Bansal, Jieyu Zhang, Yiran Wu, Beibin Li, Erkang Zhu, Li Jiang, Xiaoyun Zhang, Shaokun Zhang, Jiale Liu, Ahmed Hassan Awadallah, Ryen W White, Doug Burger, Chi Wang","AutoGen: Enabling Next-Gen LLM Applications via Multi-Agent Conversations","2024","","excluded_via_snowball","hash:d9ad6155f74f","0.395","extraction:llm;crossref_no_match"
"snow_00327","LiuLLMAgents2026|WangAgentsSE2025","","Zhiheng Xi, Wenxiang Chen, Xin Guo, Wei He, Yiwen Ding, Boyang Hong, Ming Zhang, Junzhe Wang, Senjie Jin, Enyu Zhou, Rui Zheng, Xiaoran Fan, Xiao Wang, Limao Xiong, Yuhao Zhou, Weiran Wang, Changhao Jiang, Yicheng Zou, Xiangyang Liu, Zhangyue Yin, Shihan Dou, Rongxiang Weng, Wenjuan Qin, Yongyan Zhe","The Rise and Potential of Large Language Model Based Agents: A Survey","2025","10.1007/s11432-024-4222-0","excluded_via_snowball","doi:10.1007/s11432-024-4222-0","","extraction:llm"
"snow_00328","LiuLLMAgents2026","","Chunqiu Steven Xia, Yinlin Deng, Soren Dunn, Lingming Zhang","Demystifying LLM-Based Software Engineering Agents","2025","10.1145/3715754","excluded_via_snowball","doi:10.1145/3715754","","extraction:llm"
"snow_00329","LiuLLMAgents2026","","Chunqiu Steven Xia, Matteo Paltenghi, Jia Le Tian, Michael Pradel, Lingming Zhang","Fuzz4All: Universal Fuzzing with Large Language Models","2024","10.1145/3597503.3639121","excluded_via_snowball","doi:10.1145/3597503.3639121","","extraction:llm"
"snow_00330","LiuLLMAgents2026|OtoumAgenticSE2026","","Chunqiu Steven Xia, Yuxiang Wei, Lingming Zhang","Automated Program Repair in the Era of Large Pre-trained Language Models","2023","10.1109/icse48619.2023.00129","excluded_via_snowball","doi:10.1109/icse48619.2023.00129","1.03","extraction:llm"
"snow_00331","LiuLLMAgents2026","","Chunqiu Steven Xia, Lingming Zhang","Less Training, More Repairing Please: Revisiting Automated Program Repair via Zero-shot Learning","2022","10.1145/3540250.3549101","excluded_via_snowball","doi:10.1145/3540250.3549101","","extraction:llm"
"snow_00332","LiuLLMAgents2026","","Chunqiu Steven Xia, Lingming Zhang","Conversational Automated Program Repair","2023","10.48550/arxiv.2301.13246","excluded_via_snowball","doi:10.48550/arxiv.2301.13246","","extraction:llm"
"snow_00333","LiuLLMAgents2026","","Chunqiu Steven Xia, Lingming Zhang","Automated Program Repair via Conversation: Fixing 162 out of 337 Bugs for $0.42 Each using ChatGPT","2024","10.1145/3650212.3680323","excluded_via_snowball","doi:10.1145/3650212.3680323","","extraction:llm"
"snow_00334","LiuLLMAgents2026","","Jiahong Xiang, Xiaoyang Xu, Fanchu Kong, Mingyuan Wu, Haotian Zhang, Yuqun Zhang","How Far Can We Go with Practical Function-Level Program Repair?","2024","10.48550/arxiv.2404.12833","excluded_via_snowball","doi:10.48550/arxiv.2404.12833","","extraction:llm"
