"paper_id","doi","title","venue","scis_rank","safe_filename","status","source","pdf_url","attempts","first_attempt_date","last_attempt_date","retrieved_at","file_size_bytes","notes"
"doi:10.1109/icpc66645.2025.00066","10.1109/ICPC66645.2025.00066","Towards Enhancing IR-Based Bug Localization Leveraging Texts and Multimedia from Bug Reports","IEEE International Conference on Program Comprehension","A","doi_10.1109_icpc66645.2025.00066.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/gaclm67198.2025.11232354","10.1109/GACLM67198.2025.11232354","Exploratory Study on Private GPTs for LLM-Driven Test Generation in Software and Machine Learning Development","2025 2nd International Generative AI and Computational Language Modelling Conference Gaclm 2025","Not found","doi_10.1109_gaclm67198.2025.11232354.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/forge66646.2025.00035","10.1109/Forge66646.2025.00035","Evaluating the Ability of GPT-4o to Generate Verifiable Specifications in VeriFast","Proceedings 2025 IEEE ACM 2nd International Conference on AI Foundation Models and Software Engineering Forge 2025","Not found","doi_10.1109_forge66646.2025.00035.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1117/12.3049666","10.1117/12.3049666","Programming quantum computers with large language models","Proceedings of SPIE the International Society for Optical Engineering","Not found","doi_10.1117_12.3049666.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2506.18125.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:15.632715+00:00","327879","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2506.18125; download_ok_url0; valid_pdf_327879bytes"
"doi:10.1109/asew67777.2025.00011","10.1109/ASEW67777.2025.00011","Uncovering Code Insights: Leveraging GitHub Artifacts for Deeper Code Understanding","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2025","Not found","doi_10.1109_asew67777.2025.00011.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2511.03549.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:19.840274+00:00","400846","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2511.03549; download_ok_url0; valid_pdf_400846bytes"
"doi:10.1109/fie63693.2025.11328650","10.1109/FIE63693.2025.11328650","Teaching Code Refactoring using LLMs","Proceedings Frontiers in Education Conference Fie","Not found","doi_10.1109_fie63693.2025.11328650.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2508.09332.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:23.724842+00:00","244049","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2508.09332; download_ok_url0; valid_pdf_244049bytes"
"doi:10.1109/asew67777.2025.00049","10.1109/ASEW67777.2025.00049","Optimizing LLM Code Suggestions: Feedback-Driven Timing with Lightweight State Bounds","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Workshops Asew 2025","Not found","doi_10.1109_asew67777.2025.00049.pdf","retrieved","unpaywall","https://arxiv.org/pdf/2511.18842","2","2026-04-16","2026-04-16","2026-04-16T03:49:13.804980+00:00","357871","unpaywall_ok; download_ok; valid_pdf_357871bytes"
"doi:10.1109/ase63991.2025.00312","10.1109/ASE63991.2025.00312","What Types of Code Review Comments Do Developers Most Frequently Resolve?","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00312.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2510.05450.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:26.048223+00:00","471978","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2510.05450; download_ok_url0; valid_pdf_471978bytes"
"doi:10.1109/ase63991.2025.00250","10.1109/ASE63991.2025.00250","Clarifying Semantics of In-Context Examples for Unit Test Generation","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00250.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2510.01994.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:30.199379+00:00","389798","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2510.01994; download_ok_url0; valid_pdf_389798bytes"
"doi:10.1109/vl-hcc65237.2025.00045","10.1109/VL-HCC65237.2025.00045","Co-Advisor: Learning Programming Strategies in Context","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","doi_10.1109_vl-hcc65237.2025.00045.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/saner64311.2025.00070","10.1109/SANER64311.2025.00070","Exploring the Potential of Llama Models in Automated Code Refinement: A Replication Study","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","doi_10.1109_saner64311.2025.00070.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2412.02789.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:37.564793+00:00","925460","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2412.02789; download_ok_url0; valid_pdf_925460bytes"
"doi:10.1109/iwcmc65282.2025.11059508","10.1109/IWCMC65282.2025.11059508","ChatGPT for Coding: User Insights and Challenges in Program Generation","21st International Wireless Communications and Mobile Computing Conference Iwcmc 2025","Not found","doi_10.1109_iwcmc65282.2025.11059508.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/iemcon67450.2025.11381148","10.1109/IEMCON67450.2025.11381148","ArchCrafter: Leveraging LLMs to Scan and Interpretable Software Architecture Flaws","2025 IEEE 16th Annual Information Technology Electronics and Mobile Communication Conference Iemcon 2025","Not found","doi_10.1109_iemcon67450.2025.11381148.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/vl-hcc65237.2025.00013","10.1109/VL-HCC65237.2025.00013","DevTales: A Tool for Providing Narrative Code Histories into Developer Workflows","Proceedings of IEEE Symposium on Visual Languages and Human Centric Computing Vl Hcc","Not found","doi_10.1109_vl-hcc65237.2025.00013.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/saner64311.2025.00024","10.1109/SANER64311.2025.00024","LLM-Based Generation of Solidity Smart Contracts from System Requirements in Natural Language: The AstraKode Case","Proceedings 2025 IEEE International Conference on Software Analysis Evolution and Reengineering Saner 2025","Not found","doi_10.1109_saner64311.2025.00024.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icse-seip66354.2025.00043","10.1109/ICSE-SEIP66354.2025.00043","Automated Code Review In Practice","IEEE ACM International Conference on Software Engineering Software Engineering in Practice","Not found","doi_10.1109_icse-seip66354.2025.00043.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2412.18531.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:51:56.715623+00:00","1003700","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2412.18531; download_ok_url0; valid_pdf_1003700bytes"
"doi:10.1109/icdel65868.2025.11193454","10.1109/ICDEL65868.2025.11193454","A Comparative Study on the Effectiveness of Generative AI Tools and Pair Programming in College Students' Programming Learning","2025 10th International Conference on Distance Education and Learning Icdel 2025","Not found","doi_10.1109_icdel65868.2025.11193454.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ciacon65473.2025.11189627","10.1109/CIACON65473.2025.11189627","AdaptLearn AI: A Generative AI Framework for Bidirectional Personalization in Education","International Conference on Computing Intelligence and Application Ciacon 2025","Not found","doi_10.1109_ciacon65473.2025.11189627.pdf","failed","","","5","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/fmec65595.2025.11119365","10.1109/FMEC65595.2025.11119365","AI-Driven Continuous Integration: Automating Code Review and Deployment with LLMs","2025 10th International Conference on Fog and Mobile Edge Computing Fmec 2025","Not found","doi_10.1109_fmec65595.2025.11119365.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/ase63991.2025.00223","10.1109/ASE63991.2025.00223","PALM: Synergizing Program Analysis and LLMs to Enhance Rust Unit Test Coverage","Proceedings 2025 40th IEEE ACM International Conference on Automated Software Engineering Ase 2025","Not found","doi_10.1109_ase63991.2025.00223.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2506.09002.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:52:09.523501+00:00","640897","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2506.09002; download_ok_url0; valid_pdf_640897bytes"
"doi:10.1109/icst62969.2025.10988984","10.1109/ICST62969.2025.10988984","LLM-Based Labelling of Recorded Automated GUI-Based Test Cases","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","doi_10.1109_icst62969.2025.10988984.pdf","failed","unpaywall","http://urn.kb.se/resolve?urn=urn:nbn:se:bth-28173","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_1_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/cseet66350.2025.00031","10.1109/CSEET66350.2025.00031","Automatic Unit Test Generation for Programming Assignments Using Large Language Models","Software Engineering Education Conference Proceedings","Not found","doi_10.1109_cseet66350.2025.00031.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/cascon66301.2025.00068","10.1109/CASCON66301.2025.00068","ChatGPT for Code Refactoring: Analyzing Topics, Interaction, and Effective Prompts","Proceedings 2025 IEEE International Conference on Collaborative Advances in Software and Computing Cascon 2025","Not found","doi_10.1109_cascon66301.2025.00068.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2509.08090.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:52:25.788518+00:00","732987","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2509.08090; download_ok_url0; valid_pdf_732987bytes"
"doi:10.1109/tse.2025.3621462","10.1109/TSE.2025.3621462","Hydra-Reviewer: A Holistic Multi-Agent System for Automatic Code Review Comment Generation","IEEE Transactions on Software Engineering","A*","doi_10.1109_tse.2025.3621462.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icarc64760.2025.10963005","10.1109/ICARC64760.2025.10963005","Analyzing the impact of prompt engineering on efficiency, code quality, and security in CRUD application development","2025 5th International Conference on Advanced Research in Computing Converging Horizons Uniting Disciplines in Computing Research Through AI Innovation Icarc 2025 Proceedings","Not found","doi_10.1109_icarc64760.2025.10963005.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/iceeie66203.2025.11251974","10.1109/ICEEIE66203.2025.11251974","Assessing User Experience of RAG: A Comparative Analysis Using System Usability Scale For Answering Inferential Question","2025 9th International Conference on Electrical Electronics and Information Engineering Iceeie 2025","Not found","doi_10.1109_iceeie66203.2025.11251974.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icst62969.2025.10988981","10.1109/ICST62969.2025.10988981","Leveraging Large Language Models for Explicit Wait Management in End-to-End Web Testing","2025 IEEE Conference on Software Testing Verification and Validation Icst 2025","Not found","doi_10.1109_icst62969.2025.10988981.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1016/j.jss.2024.112204","10.1016/j.jss.2024.112204","Exploring the problems, their causes and solutions of AI pair programming: A study on GitHub and Stack Overflow","Journal of Systems and Software","A","doi_10.1016_j.jss.2024.112204.pdf","retrieved","unpaywall","https://eprints.lancs.ac.uk/id/eprint/224395/1/JSS_accepted.pdf","2","2026-04-16","2026-04-16","2026-04-16T03:50:11.787293+00:00","1388205","unpaywall_ok; download_ok; valid_pdf_1388205bytes"
"doi:10.1109/fie63693.2025.11328137","10.1109/FIE63693.2025.11328137","The Impact of AI Tools on the Student Programming Experience: Interactions, Attitudes & Perceptions","Proceedings Frontiers in Education Conference Fie","Not found","doi_10.1109_fie63693.2025.11328137.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.2196/63538","10.2196/63538","Development and Evaluation of a Mental Health Chatbot Using ChatGPT 4.0: Mixed Methods User Experience Study With Korean Users","Jmir Medical Informatics","Not found","doi_10.2196_63538.pdf","failed","unpaywall","https://doi.org/10.2196/63538","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/access.2025.3581139","10.1109/ACCESS.2025.3581139","A GPT-Based Code Review System With Accurate Feedback for Programming Education","IEEE Access","A","doi_10.1109_access.2025.3581139.pdf","failed","unpaywall","https://doi.org/10.1109/access.2025.3581139","4","2026-04-16","2026-04-16","","0","unpaywall_ok; download_failed_all_4_urls; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
"doi:10.1109/icse55347.2025.00060","10.1109/ICSE55347.2025.00060","Deep Learning-based Code Reviews: A Paradigm Shift or a Double-Edged Sword?","Proceedings International Conference on Software Engineering","Not found","doi_10.1109_icse55347.2025.00060.pdf","retrieved","arxiv_search","https://arxiv.org/pdf/2411.11401.pdf","4","2026-04-16","2026-04-16","2026-04-16T07:53:29.374667+00:00","560518","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_match_overlap=1.00_id=2411.11401; download_ok_url0; valid_pdf_560518bytes"
"doi:10.1109/icodse68111.2025.11351822","10.1109/ICoDSE68111.2025.11351822","An Empirical Study of Generative AI for CRUD Code: A PHP Case with Tutorial Based Novice Baselines","Proceedings of 2025 IEEE International Conference on Data and Software Engineering Icodse 2025","Not found","doi_10.1109_icodse68111.2025.11351822.pdf","failed","","","4","2026-04-16","2026-04-16","","0","unpaywall_no_oa_location; semscholar_no_oa_pdf; arxiv_not_preprint; arxiv_search_no_results"
